rango_etario,victima_genero,agresor_genero,agresor_relacion_victima,violencia_tipo
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,TRANSGÉNERO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
45-59,FEMENINO,MASCULINO,OTRO NO CONVIVIENTE,PSICOLÓGICA
0-17,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,Sin Dato,Sin dato,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
45-59,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,SIN DATO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,MASCULINO,MASCULINO,SIN DATO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"ECONÓMICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
30-44,FEMENINO,MASCULINO,OTRO NO CONVIVIENTE,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
60+,FEMENINO,MASCULINO,OTRO NO CONVIVIENTE,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,Sin dato,SIN DATO,"FÍSICA, PSICOLÓGICA"
45-59,MASCULINO,FEMENINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,OTRO NO CONVIVIENTE,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
18-29,FEMENINO,MASCULINO,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR INDIRECTO,PSICOLÓGICA
60+,MASCULINO,FEMENINO,PAREJA/EX PAREJA,PSICOLÓGICA
,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
60+,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
45-59,MASCULINO,FEMENINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
30-44,FEMENINO,MASCULINO,FAMILIAR INDIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
60+,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
60+,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
60+,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
60+,MASCULINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
60+,FEMENINO,MASCULINO,OTRO CONVIVIENTE,PSICOLÓGICA
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,MASCULINO,MASCULINO,FAMILIAR INDIRECTO,"FÍSICA, PSICOLÓGICA"
30-44,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,MASCULINO,FEMENINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,OTRO NO CONVIVIENTE,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,OTRO NO CONVIVIENTE,"FÍSICA, PSICOLÓGICA"
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,MASCULINO,Sin dato,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,FEMENINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
,MASCULINO,FEMENINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,OTRO NO CONVIVIENTE,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA, SEXUAL"
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA, SEXUAL"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,MASCULINO,FAMILIAR INDIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
30-44,MASCULINO,MASCULINO,PAREJA/EX PAREJA,"ECONÓMICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
60+,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
60+,FEMENINO,MASCULINO,OTRO CONVIVIENTE,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,MASCULINO,FAMILIAR INDIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,Sin dato,OTRO CONVIVIENTE,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
60+,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,Sin dato,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
45-59,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
18-29,MASCULINO,FEMENINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,Sin Dato,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
30-44,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,Sin Dato,Sin dato,SIN DATO,NO APLICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
18-29,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,Sin Dato,MASCULINO,FAMILIAR INDIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,Sin Dato,Sin dato,SIN DATO,NO APLICA
,Sin Dato,Sin dato,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,FEMENINO,SIN DATO,PSICOLÓGICA
,FEMENINO,MASCULINO,OTRO CONVIVIENTE,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
45-59,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
30-44,MASCULINO,TRANSGÉNERO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
60+,FEMENINO,FEMENINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
0-17,MASCULINO,FEMENINO,FAMILIAR DIRECTO,PSICOLÓGICA
,FEMENINO,MASCULINO,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,MASCULINO,FAMILIAR DIRECTO,"FÍSICA, PSICOLÓGICA"
,FEMENINO,MASCULINO,PAREJA/EX PAREJA,"FÍSICA, PSICOLÓGICA"
